CHI Electrochemical Workstation
File: cv_il6_050pM_r01.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,2.266310e-07
-0.4800,3.729600e-07
-0.4600,1.508726e-07
-0.4400,2.015775e-07
-0.4200,3.247973e-07
-0.4000,1.877636e-07
-0.3800,1.000000e-09
-0.3600,5.011303e-07
-0.3400,4.613786e-07
-0.3200,1.000000e-09
-0.3000,1.444788e-07
-0.2800,2.088369e-07
-0.2600,2.861681e-07
-0.2400,2.443304e-07
-0.2200,1.116237e-07
-0.2000,1.426588e-09
-0.1800,1.646046e-07
-0.1600,2.961076e-07
-0.1400,1.000000e-09
-0.1200,1.082448e-08
-0.1000,1.646973e-07
-0.0800,1.000000e-09
-0.0600,2.475559e-07
-0.0400,3.973729e-07
-0.0200,8.496333e-07
0.0000,1.223006e-06
0.0200,1.957849e-06
0.0400,2.945113e-06
0.0600,3.906426e-06
0.0800,4.502293e-06
0.1000,4.851709e-06
0.1200,4.701791e-06
0.1400,4.080568e-06
0.1600,3.241086e-06
0.1800,1.971756e-06
0.2000,1.262768e-06
0.2200,4.359911e-07
0.2400,7.267288e-07
0.2600,1.820736e-07
0.2800,1.975063e-07
0.3000,2.418525e-07
0.3200,1.000000e-09
0.3400,2.169883e-07
0.3600,1.466720e-07
0.3800,1.000000e-09
0.4000,1.911903e-07
0.4200,3.184308e-07
0.4400,1.000000e-09
0.4600,2.638174e-07
0.4800,1.794993e-07
0.5000,2.169500e-07
0.4800,2.122530e-07
0.4600,3.338551e-07
0.4400,1.184661e-07
0.4200,2.731790e-07
0.4000,9.221953e-08
0.3800,2.527263e-07
0.3600,3.562164e-08
0.3400,1.363006e-07
0.3200,3.997309e-07
0.3000,2.310019e-07
0.2800,1.799039e-07
0.2600,1.228399e-07
0.2400,3.475155e-07
0.2200,8.133799e-07
0.2000,1.454411e-06
0.1800,2.142303e-06
0.1600,3.074598e-06
0.1400,3.907578e-06
0.1200,4.786644e-06
0.1000,4.794899e-06
0.0800,4.518499e-06
0.0600,4.038687e-06
0.0400,3.009663e-06
0.0200,2.042951e-06
0.0000,1.240725e-06
-0.0200,7.498540e-07
-0.0400,5.468465e-07
-0.0600,3.341364e-07
-0.0800,3.165436e-08
-0.1000,2.282828e-07
-0.1200,1.808996e-07
-0.1400,1.055173e-08
-0.1600,2.593628e-07
-0.1800,1.105487e-07
-0.2000,1.027201e-07
-0.2200,2.622123e-07
-0.2400,3.362186e-07
-0.2600,5.291191e-08
-0.2800,2.117948e-07
-0.3000,2.647350e-08
-0.3200,4.763095e-07
-0.3400,8.037864e-08
-0.3600,3.184942e-07
-0.3800,5.872822e-08
-0.4000,2.643939e-07
-0.4200,4.628616e-07
-0.4400,1.000000e-09
-0.4600,8.873583e-08
-0.4800,2.205726e-07
-0.5000,1.369067e-07
