CHI Electrochemical Workstation
File: cv_il6_000pM_r02.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,1.538990e-07
-0.4800,1.507224e-07
-0.4600,1.568740e-07
-0.4400,1.460307e-07
-0.4200,1.475116e-07
-0.4000,1.562501e-07
-0.3800,1.501608e-07
-0.3600,1.447172e-07
-0.3400,1.556787e-07
-0.3200,1.587930e-07
-0.3000,1.473310e-07
-0.2800,1.417200e-07
-0.2600,1.491915e-07
-0.2400,1.491059e-07
-0.2200,1.482121e-07
-0.2000,1.584294e-07
-0.1800,1.438421e-07
-0.1600,1.575802e-07
-0.1400,1.424572e-07
-0.1200,1.455185e-07
-0.1000,1.545623e-07
-0.0800,1.589939e-07
-0.0600,1.608671e-07
-0.0400,1.652171e-07
-0.0200,1.779212e-07
0.0000,2.007853e-07
0.0200,2.356741e-07
0.0400,2.702489e-07
0.0600,3.118121e-07
0.0800,3.426283e-07
0.1000,3.500050e-07
0.1200,3.437758e-07
0.1400,3.135427e-07
0.1600,2.833699e-07
0.1800,2.341721e-07
0.2000,1.973049e-07
0.2200,1.748317e-07
0.2400,1.630671e-07
0.2600,1.612558e-07
0.2800,1.502024e-07
0.3000,1.530881e-07
0.3200,1.612646e-07
0.3400,1.346790e-07
0.3600,1.432733e-07
0.3800,1.514671e-07
0.4000,1.523908e-07
0.4200,1.514316e-07
0.4400,1.474131e-07
0.4600,1.539309e-07
0.4800,1.516928e-07
0.5000,1.468677e-07
0.4800,1.645803e-07
0.4600,1.521308e-07
0.4400,1.466746e-07
0.4200,1.494034e-07
0.4000,1.486472e-07
0.3800,1.496273e-07
0.3600,1.336482e-07
0.3400,1.471457e-07
0.3200,1.562922e-07
0.3000,1.437618e-07
0.2800,1.518216e-07
0.2600,1.614341e-07
0.2400,1.682828e-07
0.2200,1.860134e-07
0.2000,1.896620e-07
0.1800,2.301022e-07
0.1600,2.692604e-07
0.1400,3.138872e-07
0.1200,3.457426e-07
0.1000,3.339030e-07
0.0800,3.457240e-07
0.0600,3.014622e-07
0.0400,2.754050e-07
0.0200,2.232696e-07
0.0000,2.009256e-07
-0.0200,1.842350e-07
-0.0400,1.622498e-07
-0.0600,1.568597e-07
-0.0800,1.570045e-07
-0.1000,1.516214e-07
-0.1200,1.497099e-07
-0.1400,1.592666e-07
-0.1600,1.563076e-07
-0.1800,1.482408e-07
-0.2000,1.664727e-07
-0.2200,1.431191e-07
-0.2400,1.554877e-07
-0.2600,1.484057e-07
-0.2800,1.507942e-07
-0.3000,1.542300e-07
-0.3200,1.513333e-07
-0.3400,1.538319e-07
-0.3600,1.408360e-07
-0.3800,1.409429e-07
-0.4000,1.536897e-07
-0.4200,1.442210e-07
-0.4400,1.438401e-07
-0.4600,1.411792e-07
-0.4800,1.575983e-07
-0.5000,1.544793e-07
