CHI Electrochemical Workstation
File: cv_ferro_ref_r01.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry
Sample ID = ferrocene reference
Analyte = ferrocene
Concentration (M) = 1e-3

Init E (V) = -0.3
High E (V) = 0.6
Low E (V) = -0.3
Scan Rate (V/s) = 0.1
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.3000,4.868187e-08
-0.2800,2.296954e-07
-0.2600,2.464812e-07
-0.2400,5.057271e-07
-0.2200,9.663374e-08
-0.2000,3.365388e-07
-0.1800,2.924535e-07
-0.1600,1.000000e-09
-0.1400,1.018041e-07
-0.1200,2.199491e-07
-0.1000,1.407743e-07
-0.0800,1.814666e-07
-0.0600,2.564152e-07
-0.0400,1.028665e-07
-0.0200,2.559685e-07
0.0000,1.236682e-07
0.0200,1.348822e-07
0.0400,2.664345e-07
0.0600,1.443114e-07
0.0800,3.011168e-07
0.1000,6.555473e-07
0.1200,1.015262e-06
0.1400,2.130386e-06
0.1600,3.927419e-06
0.1800,5.451113e-06
0.2000,6.329937e-06
0.2200,5.341038e-06
0.2400,3.913412e-06
0.2600,2.086465e-06
0.2800,9.161647e-07
0.3000,6.759818e-07
0.3200,1.646410e-07
0.3400,4.239293e-07
0.3600,2.810081e-07
0.3800,3.746027e-07
0.4000,8.281217e-08
0.4200,3.438754e-07
0.4400,3.748101e-07
0.4600,1.860298e-07
0.4800,1.845180e-07
0.5000,4.947216e-07
0.5200,2.212937e-07
0.5400,1.492877e-07
0.5600,1.244055e-07
0.5800,2.535050e-07
0.5600,2.396557e-07
0.5400,2.213077e-07
0.5200,4.065750e-07
0.5000,1.606579e-07
0.4800,2.567751e-07
0.4600,3.751074e-07
0.4400,7.952348e-08
0.4200,3.246451e-07
0.4000,4.198685e-07
0.3800,3.766996e-08
0.3600,7.030864e-08
0.3400,8.851553e-08
0.3200,4.510254e-08
0.3000,5.179465e-07
0.2800,7.892731e-07
0.2600,2.207776e-06
0.2400,4.013561e-06
0.2200,5.301162e-06
0.2000,6.162022e-06
0.1800,5.264824e-06
0.1600,3.932683e-06
0.1400,2.059428e-06
0.1200,9.801146e-07
0.1000,4.701470e-07
0.0800,3.320678e-07
0.0600,1.715146e-07
0.0400,2.038240e-07
0.0200,1.346445e-07
0.0000,2.137812e-07
-0.0200,5.929110e-08
-0.0400,2.076355e-07
-0.0600,1.000000e-09
-0.0800,1.411765e-07
-0.1000,4.298384e-07
-0.1200,2.095465e-07
-0.1400,4.880208e-08
-0.1600,2.308557e-07
-0.1800,8.331616e-08
-0.2000,1.845343e-09
-0.2200,1.116225e-07
-0.2400,2.884243e-07
-0.2600,2.460670e-07
-0.2800,1.883611e-07
-0.3000,8.880954e-08
