CHI Electrochemical Workstation
File: cv_blank_r02.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Scan Rate (V/s) = 0.05
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,1.614673e-07
-0.4800,1.559302e-07
-0.4600,1.544025e-07
-0.4400,1.632812e-07
-0.4200,1.486462e-07
-0.4000,1.491603e-07
-0.3800,1.420307e-07
-0.3600,1.535462e-07
-0.3400,1.600862e-07
-0.3200,1.539931e-07
-0.3000,1.531732e-07
-0.2800,1.484947e-07
-0.2600,1.512719e-07
-0.2400,1.393120e-07
-0.2200,1.578663e-07
-0.2000,1.469258e-07
-0.1800,1.417182e-07
-0.1600,1.443767e-07
-0.1400,1.438662e-07
-0.1200,1.565952e-07
-0.1000,1.585161e-07
-0.0800,1.414834e-07
-0.0600,1.612320e-07
-0.0400,1.665199e-07
-0.0200,1.659552e-07
0.0000,1.762540e-07
0.0200,2.060761e-07
0.0400,2.362260e-07
0.0600,2.726792e-07
0.0800,2.892114e-07
0.1000,2.847880e-07
0.1200,2.936460e-07
0.1400,2.586038e-07
0.1600,2.477706e-07
0.1800,2.026155e-07
0.2000,1.822060e-07
0.2200,1.638932e-07
0.2400,1.557900e-07
0.2600,1.640199e-07
0.2800,1.580564e-07
0.3000,1.550929e-07
0.3200,1.525753e-07
0.3400,1.384419e-07
0.3600,1.461076e-07
0.3800,1.458646e-07
0.4000,1.426694e-07
0.4200,1.538183e-07
0.4400,1.444418e-07
0.4600,1.446764e-07
0.4800,1.421672e-07
0.5000,1.345685e-07
0.4800,1.544644e-07
0.4600,1.599813e-07
0.4400,1.513106e-07
0.4200,1.426753e-07
0.4000,1.297122e-07
0.3800,1.512997e-07
0.3600,1.591348e-07
0.3400,1.522795e-07
0.3200,1.571341e-07
0.3000,1.616662e-07
0.2800,1.601181e-07
0.2600,1.509746e-07
0.2400,1.677525e-07
0.2200,1.761178e-07
0.2000,1.758752e-07
0.1800,2.086270e-07
0.1600,2.303010e-07
0.1400,2.692910e-07
0.1200,2.962311e-07
0.1000,2.919902e-07
0.0800,2.764755e-07
0.0600,2.798481e-07
0.0400,2.438060e-07
0.0200,2.227005e-07
0.0000,1.774753e-07
-0.0200,1.782544e-07
-0.0400,1.754138e-07
-0.0600,1.693382e-07
-0.0800,1.500909e-07
-0.1000,1.525985e-07
-0.1200,1.490255e-07
-0.1400,1.575386e-07
-0.1600,1.577960e-07
-0.1800,1.506552e-07
-0.2000,1.398074e-07
-0.2200,1.555583e-07
-0.2400,1.464762e-07
-0.2600,1.547164e-07
-0.2800,1.519737e-07
-0.3000,1.621774e-07
-0.3200,1.585324e-07
-0.3400,1.466175e-07
-0.3600,1.526176e-07
-0.3800,1.632306e-07
-0.4000,1.459703e-07
-0.4200,1.532508e-07
-0.4400,1.589306e-07
-0.4600,1.594266e-07
-0.4800,1.538895e-07
-0.5000,1.400985e-07
