CHI Electrochemical Workstation
File: cv_il6_010pM_r01.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry
Sample ID = IL-6 dilution series
Analyte = interleukin-6
Concentration (M) = 1e-11

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,2.046013e-07
-0.4800,1.820531e-07
-0.4600,1.837841e-07
-0.4400,1.142664e-07
-0.4200,1.451016e-07
-0.4000,1.740849e-07
-0.3800,1.402174e-07
-0.3600,1.852725e-07
-0.3400,1.696793e-07
-0.3200,1.799724e-07
-0.3000,1.429918e-07
-0.2800,2.340304e-07
-0.2600,1.909206e-07
-0.2400,1.428909e-07
-0.2200,1.529903e-07
-0.2000,2.356458e-07
-0.1800,1.386940e-07
-0.1600,1.789387e-07
-0.1400,1.827239e-07
-0.1200,1.515416e-07
-0.1000,1.157370e-07
-0.0800,1.684086e-07
-0.0600,1.932816e-07
-0.0400,2.595808e-07
-0.0200,3.247042e-07
0.0000,4.250913e-07
0.0200,6.303915e-07
0.0400,8.349985e-07
0.0600,1.037611e-06
0.0800,1.192377e-06
0.1000,1.241969e-06
0.1200,1.213199e-06
0.1400,9.960223e-07
0.1600,7.964372e-07
0.1800,6.023876e-07
0.2000,3.759765e-07
0.2200,2.844847e-07
0.2400,1.560097e-07
0.2600,1.588868e-07
0.2800,1.809782e-07
0.3000,1.729436e-07
0.3200,1.495253e-07
0.3400,1.427093e-07
0.3600,1.033368e-07
0.3800,2.103384e-07
0.4000,1.670311e-07
0.4200,1.860846e-07
0.4400,1.208833e-07
0.4600,1.438870e-07
0.4800,8.995595e-08
0.5000,1.757562e-07
0.4800,1.808596e-07
0.4600,8.738565e-08
0.4400,1.482800e-07
0.4200,1.708021e-07
0.4000,9.185687e-08
0.3800,8.978075e-08
0.3600,1.149441e-07
0.3400,1.296046e-07
0.3200,1.050299e-07
0.3000,1.552963e-07
0.2800,1.704575e-07
0.2600,2.023444e-07
0.2400,2.454677e-07
0.2200,3.484564e-07
0.2000,4.627098e-07
0.1800,5.589315e-07
0.1600,8.005049e-07
0.1400,9.958262e-07
0.1200,1.155027e-06
0.1000,1.247317e-06
0.0800,1.190736e-06
0.0600,1.046993e-06
0.0400,7.648154e-07
0.0200,5.613813e-07
0.0000,4.235249e-07
-0.0200,2.922867e-07
-0.0400,2.120298e-07
-0.0600,1.793360e-07
-0.0800,1.371480e-07
-0.1000,1.773945e-07
-0.1200,1.630151e-07
-0.1400,1.474731e-07
-0.1600,1.279138e-07
-0.1800,1.442729e-07
-0.2000,6.019126e-08
-0.2200,1.176177e-07
-0.2400,1.512319e-07
-0.2600,1.003649e-07
-0.2800,1.565842e-07
-0.3000,1.548655e-07
-0.3200,1.045418e-07
-0.3400,1.417311e-07
-0.3600,1.396437e-07
-0.3800,1.651758e-07
-0.4000,1.701925e-07
-0.4200,1.488020e-07
-0.4400,1.219075e-07
-0.4600,1.452390e-07
-0.4800,1.478409e-07
-0.5000,1.742372e-07
