CHI Electrochemical Workstation
File: cv_il6_000pM_r01.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,1.484647e-07
-0.4800,1.530686e-07
-0.4600,1.486434e-07
-0.4400,1.481096e-07
-0.4200,1.444199e-07
-0.4000,1.487202e-07
-0.3800,1.566715e-07
-0.3600,1.525449e-07
-0.3400,1.562213e-07
-0.3200,1.514934e-07
-0.3000,1.523686e-07
-0.2800,1.511120e-07
-0.2600,1.400036e-07
-0.2400,1.551315e-07
-0.2200,1.530384e-07
-0.2000,1.529937e-07
-0.1800,1.398555e-07
-0.1600,1.395534e-07
-0.1400,1.447294e-07
-0.1200,1.474316e-07
-0.1000,1.526059e-07
-0.0800,1.519463e-07
-0.0600,1.588389e-07
-0.0400,1.592923e-07
-0.0200,1.789193e-07
0.0000,2.022354e-07
0.0200,2.282556e-07
0.0400,2.816113e-07
0.0600,3.134871e-07
0.0800,3.463739e-07
0.1000,3.462780e-07
0.1200,3.347548e-07
0.1400,3.080832e-07
0.1600,2.706676e-07
0.1800,2.360149e-07
0.2000,2.013610e-07
0.2200,1.743829e-07
0.2400,1.574042e-07
0.2600,1.525896e-07
0.2800,1.595473e-07
0.3000,1.459255e-07
0.3200,1.517093e-07
0.3400,1.526262e-07
0.3600,1.410783e-07
0.3800,1.502946e-07
0.4000,1.578382e-07
0.4200,1.379140e-07
0.4400,1.480705e-07
0.4600,1.493632e-07
0.4800,1.450964e-07
0.5000,1.529843e-07
0.4800,1.496263e-07
0.4600,1.412121e-07
0.4400,1.549671e-07
0.4200,1.540161e-07
0.4000,1.556758e-07
0.3800,1.586473e-07
0.3600,1.521902e-07
0.3400,1.507827e-07
0.3200,1.424458e-07
0.3000,1.544658e-07
0.2800,1.485512e-07
0.2600,1.529969e-07
0.2400,1.555570e-07
0.2200,1.712614e-07
0.2000,1.966837e-07
0.1800,2.399555e-07
0.1600,2.591154e-07
0.1400,3.014012e-07
0.1200,3.406280e-07
0.1000,3.586601e-07
0.0800,3.426629e-07
0.0600,2.987478e-07
0.0400,2.561967e-07
0.0200,2.343668e-07
0.0000,1.954529e-07
-0.0200,1.703483e-07
-0.0400,1.690099e-07
-0.0600,1.623238e-07
-0.0800,1.531653e-07
-0.1000,1.522478e-07
-0.1200,1.528469e-07
-0.1400,1.596311e-07
-0.1600,1.537309e-07
-0.1800,1.531156e-07
-0.2000,1.532872e-07
-0.2200,1.405903e-07
-0.2400,1.576904e-07
-0.2600,1.557306e-07
-0.2800,1.531777e-07
-0.3000,1.381567e-07
-0.3200,1.461979e-07
-0.3400,1.550538e-07
-0.3600,1.391327e-07
-0.3800,1.488959e-07
-0.4000,1.561172e-07
-0.4200,1.421329e-07
-0.4400,1.596606e-07
-0.4600,1.533118e-07
-0.4800,1.490992e-07
-0.5000,1.519492e-07
