CHI Electrochemical Workstation
File: cv_il6_100pM_r02.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry
Sample ID = IL-6 dilution series
Analyte = interleukin-6
Concentration (M) = 1e-10

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,3.219593e-07
-0.4800,4.981869e-07
-0.4600,1.770729e-07
-0.4400,2.924916e-07
-0.4200,9.453486e-08
-0.4000,2.678238e-07
-0.3800,5.089240e-07
-0.3600,1.000000e-09
-0.3400,1.327449e-07
-0.3200,2.163130e-07
-0.3000,1.000000e-09
-0.2800,6.498290e-08
-0.2600,3.671871e-07
-0.2400,7.024560e-07
-0.2200,3.237354e-07
-0.2000,2.400413e-07
-0.1800,1.000000e-09
-0.1600,6.827721e-07
-0.1400,1.743215e-07
-0.1200,1.517388e-07
-0.1000,1.000000e-09
-0.0800,2.365160e-07
-0.0600,1.102698e-07
-0.0400,7.743016e-07
-0.0200,1.523788e-06
0.0000,2.452661e-06
0.0200,4.009418e-06
0.0400,5.494978e-06
0.0600,7.911398e-06
0.0800,8.672537e-06
0.1000,8.848145e-06
0.1200,8.801076e-06
0.1400,7.305991e-06
0.1600,5.451383e-06
0.1800,3.834287e-06
0.2000,2.524412e-06
0.2200,1.068902e-06
0.2400,7.167400e-07
0.2600,8.065787e-07
0.2800,4.406396e-07
0.3000,1.436209e-07
0.3200,1.963313e-07
0.3400,1.199977e-07
0.3600,1.375821e-07
0.3800,3.523081e-07
0.4000,1.244977e-07
0.4200,1.000000e-09
0.4400,1.440633e-07
0.4600,1.000000e-09
0.4800,3.297511e-07
0.5000,1.000000e-09
0.4800,1.909631e-07
0.4600,7.509292e-07
0.4400,1.000000e-09
0.4200,1.000000e-09
0.4000,1.000000e-09
0.3800,1.000000e-09
0.3600,1.000000e-09
0.3400,2.537005e-07
0.3200,1.000000e-09
0.3000,1.000000e-09
0.2800,1.000000e-09
0.2600,5.831648e-07
0.2400,5.407277e-07
0.2200,1.293836e-06
0.2000,2.535247e-06
0.1800,4.306599e-06
0.1600,6.265805e-06
0.1400,7.801739e-06
0.1200,8.892463e-06
0.1000,9.400831e-06
0.0800,9.350226e-06
0.0600,7.911077e-06
0.0400,5.644383e-06
0.0200,4.058568e-06
0.0000,2.523238e-06
-0.0200,1.409540e-06
-0.0400,6.166911e-07
-0.0600,4.669540e-08
-0.0800,1.048128e-07
-0.1000,1.000000e-09
-0.1200,4.988341e-07
-0.1400,3.011797e-07
-0.1600,1.000000e-09
-0.1800,5.354207e-07
-0.2000,3.961528e-07
-0.2200,1.000000e-09
-0.2400,6.582311e-07
-0.2600,3.735360e-07
-0.2800,7.197121e-07
-0.3000,1.000000e-09
-0.3200,2.964755e-07
-0.3400,2.667697e-07
-0.3600,2.057112e-07
-0.3800,1.972617e-07
-0.4000,4.407236e-07
-0.4200,1.000000e-09
-0.4400,1.000000e-09
-0.4600,1.000000e-09
-0.4800,1.000000e-09
-0.5000,1.000000e-09
