CHI Electrochemical Workstation
File: cv_il6_005pM_r01.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry
Sample ID = IL-6 dilution series
Analyte = interleukin-6
Concentration (M) = 5e-12

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,1.787250e-07
-0.4800,1.317141e-07
-0.4600,1.500196e-07
-0.4400,1.277640e-07
-0.4200,1.649377e-07
-0.4000,1.809937e-07
-0.3800,1.326407e-07
-0.3600,1.804265e-07
-0.3400,1.692666e-07
-0.3200,1.465322e-07
-0.3000,1.115466e-07
-0.2800,1.774293e-07
-0.2600,1.481229e-07
-0.2400,1.382449e-07
-0.2200,1.577925e-07
-0.2000,1.579967e-07
-0.1800,1.792250e-07
-0.1600,1.301616e-07
-0.1400,1.723747e-07
-0.1200,1.797860e-07
-0.1000,1.808315e-07
-0.0800,1.536987e-07
-0.0600,1.540590e-07
-0.0400,2.125857e-07
-0.0200,2.402140e-07
0.0000,3.145006e-07
0.0200,4.449952e-07
0.0400,5.391079e-07
0.0600,6.256932e-07
0.0800,7.573234e-07
0.1000,7.638485e-07
0.1200,7.808399e-07
0.1400,6.766615e-07
0.1600,5.323264e-07
0.1800,4.170358e-07
0.2000,3.283151e-07
0.2200,2.395074e-07
0.2400,2.185907e-07
0.2600,1.673725e-07
0.2800,1.775074e-07
0.3000,1.815967e-07
0.3200,1.821754e-07
0.3400,1.371176e-07
0.3600,1.672125e-07
0.3800,1.134302e-07
0.4000,1.288771e-07
0.4200,1.117260e-07
0.4400,1.708453e-07
0.4600,1.259773e-07
0.4800,1.497511e-07
0.5000,1.462518e-07
0.4800,1.494423e-07
0.4600,1.384653e-07
0.4400,1.545565e-07
0.4200,1.849301e-07
0.4000,1.508657e-07
0.3800,1.603663e-07
0.3600,1.695645e-07
0.3400,1.463581e-07
0.3200,1.262185e-07
0.3000,1.416826e-07
0.2800,1.781559e-07
0.2600,1.364662e-07
0.2400,1.810656e-07
0.2200,2.576124e-07
0.2000,3.275373e-07
0.1800,4.173715e-07
0.1600,5.599470e-07
0.1400,6.737159e-07
0.1200,7.418848e-07
0.1000,7.695031e-07
0.0800,7.524141e-07
0.0600,6.884725e-07
0.0400,5.332168e-07
0.0200,3.996270e-07
0.0000,2.970452e-07
-0.0200,2.080985e-07
-0.0400,1.904367e-07
-0.0600,1.455652e-07
-0.0800,1.643217e-07
-0.1000,1.064910e-07
-0.1200,1.571742e-07
-0.1400,1.377066e-07
-0.1600,1.121825e-07
-0.1800,1.641440e-07
-0.2000,1.446300e-07
-0.2200,1.065147e-07
-0.2400,1.329363e-07
-0.2600,1.556750e-07
-0.2800,1.410576e-07
-0.3000,1.652097e-07
-0.3200,1.645774e-07
-0.3400,1.629916e-07
-0.3600,1.563692e-07
-0.3800,1.760071e-07
-0.4000,1.628668e-07
-0.4200,1.587988e-07
-0.4400,1.093624e-07
-0.4600,1.674828e-07
-0.4800,1.755338e-07
-0.5000,1.442105e-07
