CHI Electrochemical Workstation
File: cv_il6_050pM_r02.bin
Data Source: CHI600E Electrochemical Analyzer
Instrument Model: CHI600E

Cyclic Voltammetry

Init E (V) = -0.5
High E (V) = 0.5
Low E (V) = -0.5
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 2
Sample Interval (V) = 0.02
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-05

Potential/V, Current/A

-0.5000,5.574563e-08
-0.4800,4.534525e-07
-0.4600,1.612097e-07
-0.4400,1.000000e-09
-0.4200,2.704347e-07
-0.4000,1.000000e-09
-0.3800,3.122697e-07
-0.3600,6.853714e-08
-0.3400,1.704224e-07
-0.3200,3.277950e-07
-0.3000,1.666199e-07
-0.2800,1.000000e-09
-0.2600,1.000000e-09
-0.2400,3.167452e-07
-0.2200,2.544041e-07
-0.2000,3.499588e-08
-0.1800,2.712795e-07
-0.1600,2.204213e-07
-0.1400,2.429026e-07
-0.1200,1.000000e-09
-0.1000,1.255748e-07
-0.0800,3.291700e-07
-0.0600,3.876745e-07
-0.0400,5.832039e-07
-0.0200,4.396029e-07
0.0000,1.345793e-06
0.0200,2.151627e-06
0.0400,3.360515e-06
0.0600,3.778986e-06
0.0800,4.549583e-06
0.1000,4.855056e-06
0.1200,4.720949e-06
0.1400,3.850957e-06
0.1600,3.162456e-06
0.1800,1.971133e-06
0.2000,1.359584e-06
0.2200,7.117132e-07
0.2400,4.812279e-07
0.2600,1.868526e-07
0.2800,1.000000e-09
0.3000,3.222960e-07
0.3200,1.984398e-07
0.3400,7.280743e-08
0.3600,1.787236e-07
0.3800,2.897014e-07
0.4000,1.219311e-08
0.4200,1.344430e-07
0.4400,2.260226e-07
0.4600,2.241880e-07
0.4800,1.027220e-07
0.5000,1.000000e-09
0.4800,3.252525e-07
0.4600,1.962895e-07
0.4400,1.518430e-07
0.4200,1.107305e-07
0.4000,1.871576e-07
0.3800,9.007827e-08
0.3600,5.911828e-09
0.3400,4.726947e-08
0.3200,7.150467e-08
0.3000,8.182829e-08
0.2800,3.883322e-08
0.2600,3.739802e-07
0.2400,2.742419e-07
0.2200,8.790973e-07
0.2000,1.178889e-06
0.1800,2.131925e-06
0.1600,3.194436e-06
0.1400,3.942127e-06
0.1200,4.492965e-06
0.1000,4.856807e-06
0.0800,4.616897e-06
0.0600,3.668999e-06
0.0400,2.915011e-06
0.0200,2.105212e-06
0.0000,1.255797e-06
-0.0200,7.973146e-07
-0.0400,5.624147e-07
-0.0600,3.923433e-07
-0.0800,3.299159e-07
-0.1000,2.511545e-07
-0.1200,1.150601e-07
-0.1400,1.489812e-07
-0.1600,1.121594e-07
-0.1800,1.059224e-07
-0.2000,1.246848e-07
-0.2200,1.000000e-09
-0.2400,1.030228e-07
-0.2600,1.466051e-07
-0.2800,1.267065e-08
-0.3000,1.466134e-07
-0.3200,2.226892e-07
-0.3400,1.268194e-07
-0.3600,4.428048e-07
-0.3800,1.000000e-09
-0.4000,1.209042e-07
-0.4200,1.000000e-09
-0.4400,2.881760e-07
-0.4600,5.242331e-07
-0.4800,1.000000e-09
-0.5000,1.680367e-07
